borrower_id,borrower_name,institute_id,institute_name,city,state,nirf_rank,nirf_score,institute_tier,course,applicant_origin,gpa_scale,raw_gpa,normalized_cgpa_10,backlogs,internships,certifications,job_portal_activity,interview_count,placement_cell_index,sector_demand_index,historical_course_placement_rate,loan_amount_lakh,moratorium_days_left,placed_3m,placed_6m,placed_12m,actual_salary_lpa,early_delinquency
B000831,Mirza Dutta,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,44,56.26,2,core_engineering,indian,4,2.51,6.28,1,1,0,0.817,3,0.712,0.223,0.708,11.22,144,0,1,1,2.4,1
B000832,Mehul Mohan,IR-E-U-0584,Indian Institute of Engineering Science and Technology Shibpur,Howrah,West Bengal,49,54.17,2,core_engineering,indian,10,6.41,6.41,0,1,2,0.555,0,0.414,0.426,0.61,15.03,37,0,1,1,3.49,1
B000833,Mishti Chaurasia,IR-E-C-30045,C V Raman Global University Odisha,Bhubaneswar,Odisha,96,44.55,3,core_engineering,indian,4,2.66,6.65,0,0,1,0.402,3,0.437,0.431,0.618,22.62,173,0,1,1,2.62,1
B000834,Isha Joshi,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,btech_cse,indian,10,6.29,6.29,0,3,1,0.824,3,0.717,0.792,0.955,13.86,222,1,1,1,12.21,0
B000835,Rahul Khanna,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,btech_cse,indian,10,7.62,7.62,1,1,1,0.991,1,0.814,0.736,0.96,8.19,17,0,1,1,9.48,0
B000836,Jatin Nair,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,mba,indian,4,2.9,7.26,0,2,2,1.0,2,0.442,0.588,0.792,22.99,218,1,1,1,9.14,0
B000837,Deepak Hegde,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,core_engineering,indian,10,6.74,6.74,0,0,1,0.683,4,0.504,0.617,0.535,12.57,96,0,0,1,3.09,0
B000838,Parvati Moonje,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,btech_cse,indian,10,8.73,8.73,0,1,2,0.663,1,0.487,0.896,0.877,15.24,200,1,1,1,12.35,0
B000839,Rohit Iyengar,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,btech_cse,indian,10,7.47,7.47,1,3,3,0.86,4,0.395,0.77,0.765,11.99,126,1,1,1,8.46,0
B000840,Nikhil Masarrate,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,btech_cse,indian,10,8.21,8.21,1,2,3,0.454,3,0.677,0.592,0.852,21.92,149,1,1,1,11.72,0
B000841,Milind Malik,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,core_engineering,indian,10,5.17,5.17,2,1,2,0.879,2,0.396,0.449,0.673,15.74,31,0,0,0,0.0,1
B000842,Kunal Namboothiri,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,commerce_arts,indian,10,9.2,9.2,0,4,2,0.517,5,0.536,0.441,0.776,16.41,191,1,1,1,10.19,1
B000843,Mohini Murthy,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,mba,indian,10,7.22,7.22,0,0,2,0.646,2,0.453,0.559,0.817,20.51,26,1,1,1,8.51,0
B000844,Nisha Iyengar,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,commerce_arts,indian,10,6.71,6.71,0,0,0,0.302,2,0.549,0.464,0.533,15.46,73,0,0,1,4.6,0
B000845,Jeetu Nander,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,mba,indian,10,6.13,6.13,0,3,1,0.79,1,0.566,0.699,0.762,24.34,213,1,1,1,9.93,1
B000846,Sakshi Iyer,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,btech_cse,indian,10,8.07,8.07,0,1,5,0.62,1,0.36,0.747,0.803,4.0,20,1,1,1,10.45,0
B000847,Noor Jain,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,btech_cse,indian,10,8.3,8.3,0,1,5,0.468,0,0.386,0.762,0.669,15.45,43,1,1,1,10.41,0
B000848,Pavitra Patel,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,btech_cse,indian,4,3.0,7.51,0,0,3,0.743,1,0.447,0.769,0.839,9.23,39,1,1,1,8.51,0
B000849,Maitri Kulkarni,IR-E-U-0584,Indian Institute of Engineering Science and Technology Shibpur,Howrah,West Bengal,49,54.17,2,mba,indian,10,8.22,8.22,0,1,2,0.658,2,0.48,0.715,0.749,12.87,166,0,1,1,9.23,1
B000850,Nisha Nambiar,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,btech_cse,indian,10,7.4,7.4,1,1,2,0.842,3,0.872,0.516,0.96,15.0,133,1,1,1,13.02,0
B000851,Nikita Dutta,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,commerce_arts,indian,10,7.39,7.39,0,1,1,0.505,0,0.394,0.36,0.559,11.45,23,0,0,1,3.83,0
B000852,Akshay Joshi,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,4,82.79,1,btech_cse,indian,10,8.58,8.58,0,1,2,0.247,0,0.783,0.619,0.922,25.64,156,1,1,1,13.72,0
B000853,Mishti Kumaran,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,btech_cse,indian,10,7.21,7.21,0,1,2,0.518,3,0.472,0.67,0.874,8.41,106,0,1,1,7.21,0
B000854,Jatin Nag,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,commerce_arts,indian,4,2.58,6.45,1,2,2,1.0,2,0.333,0.229,0.604,20.73,220,0,0,0,0.0,1
B000855,Kishan Mahajan,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,btech_cse,foreign,4,2.96,7.39,0,2,4,0.772,1,0.301,0.462,0.719,16.02,92,0,1,1,9.24,0
B000856,Mohini Nander,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,btech_cse,indian,10,7.23,7.23,0,2,2,0.728,3,0.633,0.66,0.644,13.04,93,1,1,1,6.12,0
B000857,Mohini Masarrate,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,btech_cse,indian,10,6.01,6.01,0,0,2,0.556,2,0.471,0.688,0.727,9.02,167,1,1,1,2.5,0
B000858,Sakshi Nanda,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,btech_cse,indian,10,6.37,6.37,1,2,1,0.782,1,0.572,0.607,0.862,15.97,98,1,1,1,8.51,0
B000859,Divya Mohindra,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,btech_cse,indian,10,6.59,6.59,0,0,5,0.7,0,0.467,0.614,0.85,13.71,83,1,1,1,6.12,0
B000860,Siddharth Mahajan,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,btech_cse,indian,10,7.07,7.07,0,1,3,0.386,2,0.486,0.786,0.67,9.1,151,1,1,1,3.76,1
B000861,Karan Singh,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,commerce_arts,foreign,4,3.25,8.12,0,1,0,0.67,3,0.721,0.544,0.672,8.37,17,1,1,1,4.97,1
B000862,Mirza Masarrate,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,core_engineering,indian,10,6.62,6.62,0,3,1,0.727,0,0.479,0.307,0.738,15.54,112,0,0,1,4.92,0
B000863,Bhuvan Malik,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,btech_cse,indian,10,7.05,7.05,0,0,0,0.8,1,0.619,0.871,0.732,10.96,24,1,1,1,3.53,0
B000864,Priya Mathur,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,btech_cse,indian,10,7.44,7.44,0,1,3,0.561,1,0.592,0.912,0.733,11.55,229,1,1,1,6.38,0
B000865,Manasa Mazumdar,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,59,51.04,2,core_engineering,indian,10,7.71,7.71,0,2,1,0.78,3,0.353,0.249,0.591,10.31,33,0,1,1,4.36,0
B000866,Murali Bhat,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,commerce_arts,indian,10,6.68,6.68,1,2,0,0.79,3,0.918,0.169,0.805,25.72,148,1,1,1,7.78,0
B000867,Nikita Dwivedi,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,core_engineering,indian,10,7.49,7.49,1,1,4,0.862,2,0.488,0.505,0.51,5.74,230,0,0,1,6.68,1
B000868,Harshita Murthy,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,commerce_arts,indian,10,7.89,7.89,0,0,1,0.398,0,0.488,0.354,0.499,13.95,186,0,1,1,4.63,0
B000869,Deepak Bhat,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,btech_cse,indian,10,6.27,6.27,0,0,4,0.85,1,0.463,0.58,0.744,10.36,151,0,0,0,0.0,1
B000870,Bhavna Gupta,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,btech_cse,indian,10,8.01,8.01,0,0,0,0.355,0,0.311,0.874,0.876,17.64,145,1,1,1,6.38,1
B000871,Parisha Mathew,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,mba,foreign,4,3.88,9.71,0,1,2,0.84,2,0.817,0.754,0.96,13.89,76,1,1,1,13.51,0
B000872,Milan Birla,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,core_engineering,indian,4,2.71,6.77,0,1,1,0.069,0,0.452,0.32,0.624,17.16,60,0,1,1,4.69,1
B000873,Eshan Namboodiri,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,commerce_arts,indian,4,2.89,7.22,1,1,0,0.658,1,0.719,0.394,0.833,22.94,15,1,1,1,9.5,0
B000874,Eshan Lamba,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,60,50.65,2,core_engineering,indian,10,6.2,6.2,0,0,0,0.784,1,0.433,0.403,0.555,14.11,208,0,0,0,0.0,1
B000875,Narmada Loomba,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,commerce_arts,indian,10,6.34,6.34,1,0,0,0.867,2,0.714,0.255,0.732,4.74,46,0,0,1,4.81,0
B000876,Eshan Mitra,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,core_engineering,indian,10,7.79,7.79,0,2,0,0.839,1,0.647,0.548,0.803,11.84,206,1,1,1,8.91,0
B000877,Kavya Dixit,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,btech_cse,indian,10,8.78,8.78,1,1,1,0.825,1,0.734,0.869,0.96,13.33,216,1,1,1,11.63,0
B000878,Parag Bhindal,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,core_engineering,indian,10,7.67,7.67,1,2,1,0.738,2,0.549,0.471,0.744,14.29,110,0,1,1,10.14,0
B000879,Divya Hegde,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,btech_cse,indian,4,3.14,7.84,1,1,1,0.589,1,0.543,0.832,0.736,15.97,141,0,0,1,10.14,0
B000880,Isha Mookerjee,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,btech_cse,indian,10,7.44,7.44,0,1,2,0.615,1,0.539,0.87,0.795,7.1,29,0,1,1,5.94,0
B000881,Shreya Gupta,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,54,52.54,2,btech_cse,indian,10,6.47,6.47,0,1,1,0.823,2,0.51,0.655,0.758,20.18,18,1,1,1,8.15,1
B000882,Ishan Iyengar,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,btech_cse,indian,10,8.06,8.06,0,0,2,0.564,0,0.509,0.878,0.852,13.75,196,0,1,1,8.5,0
B000883,Naina Bansal,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,mba,indian,10,8.1,8.1,0,2,1,0.877,5,0.518,0.657,0.959,25.2,51,1,1,1,12.16,0
B000884,Noor Laxminarayan,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,btech_cse,indian,10,7.63,7.63,0,2,2,0.618,3,0.918,0.688,0.96,21.99,35,1,1,1,8.25,0
B000885,Manisha Mehta,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,mba,indian,10,6.51,6.51,1,1,1,0.478,3,0.45,0.62,0.711,8.67,208,0,0,0,0.0,0
B000886,Nanda Murthy,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,44,56.26,2,core_engineering,indian,10,6.78,6.78,0,0,1,0.794,2,0.482,0.506,0.599,13.75,225,0,1,1,2.4,1
B000887,Geeta Deshpande,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,mba,indian,10,6.58,6.58,0,2,0,0.836,3,0.277,0.458,0.708,18.39,98,1,1,1,6.13,0
B000888,Hina Gopal,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,60,50.65,2,btech_cse,foreign,4,2.69,6.72,1,1,4,0.704,2,0.543,0.891,0.554,14.62,52,1,1,1,5.61,1
B000889,Akshay Singh,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,btech_cse,indian,10,9.03,9.03,0,1,1,0.873,2,0.803,0.566,0.96,19.04,118,0,1,1,12.32,0
B000890,Karan Gupta,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,core_engineering,indian,10,8.72,8.72,0,3,0,0.483,3,0.619,0.424,0.752,12.65,154,0,1,1,9.78,0
B000891,Mehul Lakhanpal,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,44,56.26,2,btech_cse,indian,10,7.91,7.91,0,1,3,0.245,2,0.499,0.631,0.609,17.86,148,0,1,1,7.7,0
B000892,Harshita Malik,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,60,50.65,2,btech_cse,indian,10,7.73,7.73,0,1,3,0.643,1,0.368,0.789,0.669,18.62,167,0,0,1,9.69,0
B000893,Divya Chopra,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,4,82.79,1,mba,indian,10,8.56,8.56,0,2,0,0.667,2,0.799,0.645,0.774,24.71,88,0,1,1,12.71,0
B000894,Naresh Lamba,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,core_engineering,indian,10,8.3,8.3,0,3,0,1.0,7,0.637,0.53,0.838,17.11,173,0,1,1,11.26,0
B000895,Bhuvan Joshi,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,54,52.54,2,core_engineering,foreign,4,2.88,7.21,0,0,0,0.588,1,0.418,0.436,0.71,15.8,21,1,1,1,4.85,1
B000896,Jaya Goyanka,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,mba,foreign,4,2.83,7.08,0,1,1,1.0,1,0.523,0.562,0.76,12.68,98,0,0,1,10.37,0
B000897,Leela Joshi,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,commerce_arts,foreign,4,3.03,7.58,0,1,0,0.723,2,0.818,0.396,0.71,22.95,219,0,1,1,6.92,0
B000898,Mishti Deshpande,IR-E-C-30045,C V Raman Global University Odisha,Bhubaneswar,Odisha,96,44.55,3,mba,indian,10,8.03,8.03,0,0,1,0.072,1,0.173,0.798,0.517,15.43,195,0,0,0,0.0,0
B000899,Chirag Nag,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,commerce_arts,indian,10,5.45,5.45,0,1,1,0.469,1,0.515,0.373,0.622,14.23,120,0,0,0,0.0,1
B000900,Lalit Hegde,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,btech_cse,indian,10,7.37,7.37,0,0,0,0.556,0,0.519,0.698,0.687,20.1,230,1,1,1,8.88,1
B000901,Pavitra Loomba,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,core_engineering,indian,10,8.2,8.2,0,0,0,0.472,1,0.526,0.492,0.685,9.86,93,0,1,1,7.76,0
B000902,Nikhil Singh,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,btech_cse,indian,10,8.97,8.97,0,2,2,0.92,1,0.762,0.717,0.96,25.7,94,1,1,1,14.64,1
B000903,Ashwin Malik,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,mba,foreign,4,2.36,5.89,2,1,2,0.565,0,0.448,0.579,0.776,19.07,193,0,0,0,0.0,0
B000904,Disha Loomba,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,btech_cse,indian,10,9.19,9.19,1,1,2,0.963,2,0.692,0.81,0.802,15.56,206,1,1,1,13.99,0
B000905,Varun Chaurasia,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,core_engineering,indian,10,6.07,6.07,0,3,0,0.841,6,0.233,0.387,0.546,16.41,101,0,0,1,4.85,0
B000906,Neha Bansal,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,mba,indian,10,6.79,6.79,1,1,2,0.764,0,0.53,0.372,0.716,8.68,48,0,0,0,0.0,0
B000907,Kavya Nander,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,mba,indian,10,6.98,6.98,0,0,2,0.83,0,0.66,0.589,0.618,15.82,198,0,0,1,6.62,1
B000908,Pawan Mahajan,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,44,56.26,2,btech_cse,indian,10,6.87,6.87,0,1,2,0.326,0,0.4,0.838,0.728,17.14,131,1,1,1,9.02,0
B000909,Pari Gopal,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,btech_cse,indian,4,2.55,6.37,2,1,2,0.488,4,0.588,0.504,0.79,9.56,16,0,1,1,5.62,0
B000910,Keya Iyengar,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,btech_cse,indian,10,7.5,7.5,0,0,3,0.389,0,0.427,0.731,0.689,14.26,123,0,1,1,4.75,1
B000911,Chirag Mishra,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,mba,indian,10,6.5,6.5,0,0,4,0.559,3,0.666,0.486,0.744,24.28,38,1,1,1,6.99,0
B000912,Nandini Reddy,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,core_engineering,indian,10,8.82,8.82,0,2,2,0.695,0,0.703,0.517,0.809,19.52,141,1,1,1,10.43,0
B000913,Manoj Lamba,IR-E-U-0584,Indian Institute of Engineering Science and Technology Shibpur,Howrah,West Bengal,49,54.17,2,btech_cse,indian,10,7.42,7.42,0,0,3,0.464,1,0.517,0.595,0.75,4.0,212,1,1,1,9.52,1
B000914,Jeet Chopra,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,core_engineering,indian,10,7.79,7.79,0,0,1,0.554,0,0.456,0.337,0.555,14.36,73,0,1,1,4.97,1
B000915,Rohit Nambiar,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,core_engineering,indian,10,7.61,7.61,0,1,0,0.537,2,0.371,0.466,0.779,4.0,129,1,1,1,6.14,1
B000916,Bhuvan Khurana,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,commerce_arts,indian,10,8.15,8.15,0,0,0,0.848,4,0.357,0.409,0.54,14.25,186,0,0,0,0.0,0
B000917,Isha Chopra,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,core_engineering,indian,10,5.87,5.87,1,2,3,0.749,4,0.367,0.264,0.677,13.39,98,0,0,0,0.0,1
B000918,Jatin Masarrate,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,mba,indian,10,6.52,6.52,0,0,0,0.761,4,0.322,0.456,0.749,26.7,81,1,1,1,7.24,0
B000919,Ishita Chopra,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,core_engineering,indian,10,6.9,6.9,0,2,1,0.422,4,0.472,0.447,0.578,14.27,29,0,1,1,4.75,0
B000920,Niyati Kumar,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,btech_cse,indian,10,6.3,6.3,1,1,5,0.651,2,0.524,0.832,0.859,12.43,155,0,1,1,6.64,0
B000921,Bhavna Murthy,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,mba,indian,10,9.17,9.17,0,4,0,1.0,6,0.535,0.65,0.96,16.09,23,1,1,1,15.03,0
B000922,Niyati Kulkarni,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,core_engineering,indian,10,5.93,5.93,0,0,1,0.316,0,0.506,0.412,0.486,20.91,81,0,0,0,0.0,1
B000923,Kamal Kulkarni,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,btech_cse,indian,4,2.94,7.35,0,0,5,0.771,3,0.469,0.698,0.718,18.36,124,1,1,1,4.39,0
B000924,Ishan Mahanti,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,btech_cse,indian,10,7.66,7.66,0,0,1,0.707,4,0.469,0.517,0.808,8.9,108,0,0,1,7.42,0
B000925,Nitin Jain,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,mba,indian,10,8.13,8.13,1,1,4,0.489,1,0.679,0.571,0.96,24.49,55,1,1,1,12.27,0
B000926,Hemant Merchant,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,commerce_arts,indian,10,8.12,8.12,0,2,2,0.615,2,0.831,0.299,0.627,17.76,144,0,1,1,9.27,0
B000927,Jatin Iyengar,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,btech_cse,indian,4,2.46,6.14,0,0,2,0.507,0,0.448,0.807,0.783,23.11,83,0,1,1,7.89,0
B000928,Lokesh Gupta,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,commerce_arts,indian,10,7.82,7.82,0,1,0,0.65,1,0.523,0.448,0.535,5.7,179,1,1,1,3.16,0
B000929,Milan Nair,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,btech_cse,indian,10,6.25,6.25,1,2,5,0.575,2,0.613,0.649,0.712,17.31,41,0,1,1,6.42,0
B000930,Ananya Bansal,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,mba,indian,10,7.0,7.0,0,1,2,0.517,2,0.661,0.75,0.806,20.98,96,1,1,1,9.47,0
B000931,Neha Nag,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,4,82.79,1,mba,indian,10,8.82,8.82,0,3,3,1.0,4,0.806,0.719,0.928,21.8,175,1,1,1,14.43,0
B000932,Lalit Nander,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,mba,indian,10,7.0,7.0,0,1,2,0.771,3,0.93,0.475,0.96,16.65,29,1,1,1,10.77,1
B000933,Manasa Reddy,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,core_engineering,indian,10,7.58,7.58,0,2,2,1.0,3,0.258,0.299,0.586,15.87,83,1,1,1,5.57,1
B000934,Sneha Merchant,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,btech_cse,indian,10,7.93,7.93,0,1,1,0.901,1,0.473,0.799,0.589,7.02,91,1,1,1,8.32,0
B000935,Ishan Iyengar,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,btech_cse,indian,10,6.35,6.35,0,1,3,0.365,0,0.608,0.784,0.848,20.35,82,0,0,1,10.7,0
B000936,Bhuvan Nander,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,core_engineering,indian,10,7.66,7.66,0,1,1,0.546,2,0.621,0.471,0.774,16.79,133,1,1,1,7.21,0
B000937,Nikhil Hegde,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,mba,indian,10,7.05,7.05,0,3,1,0.599,4,0.692,0.522,0.96,19.46,197,0,1,1,11.92,0
B000938,Mrinal Murthy,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,core_engineering,indian,10,8.62,8.62,0,4,1,1.0,8,0.709,0.347,0.754,21.46,50,0,1,1,10.52,0
B000939,Muneesh Joshi,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,mba,indian,10,8.85,8.85,0,3,3,0.584,1,0.596,0.621,0.66,23.77,224,1,1,1,10.7,0
B000940,Akshay Dey,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,core_engineering,indian,10,7.98,7.98,0,2,2,1.0,3,0.542,0.347,0.756,19.17,71,1,1,1,7.47,0
B000941,Nitin Bhat,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,btech_cse,indian,10,8.8,8.8,0,1,3,0.539,1,0.463,0.692,0.708,5.9,83,1,1,1,8.56,0
B000942,Nanda Laxminarayan,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,btech_cse,indian,10,6.96,6.96,0,2,5,0.746,2,0.458,0.629,0.755,10.17,231,1,1,1,8.18,0
B000943,Komal Krishnan,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,44,56.26,2,mba,indian,10,8.29,8.29,0,0,0,0.229,1,0.458,0.464,0.802,15.88,74,1,1,1,9.06,0
B000944,Neha Merchant,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,core_engineering,indian,10,7.3,7.3,0,2,0,0.758,2,0.668,0.437,0.73,22.32,230,0,1,1,8.43,0
B000945,Mangal Bhindal,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,btech_cse,indian,10,8.97,8.97,0,3,3,0.985,3,0.639,0.841,0.96,13.82,45,1,1,1,11.09,0
B000946,Parvati Loomba,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,core_engineering,indian,10,7.55,7.55,0,0,0,0.609,1,0.254,0.433,0.549,8.67,121,0,0,1,2.4,0
